Timestamp,Operation,Duration(s),CPU(%),Memory(MB)
2025-04-28 17:06:09.402965,Read-Intensive,0.0003972053527832031,4.3,6168.421875
2025-04-28 17:06:10.626847,Write-Intensive,0.2223050594329834,4.9,6145.875
2025-04-28 17:06:11.633650,Indexing,0.0008728504180908203,3.9,6159.75
2025-04-28 17:06:12.642229,Aggregation,0.0023772716522216797,4.0,6146.75
2025-04-28 17:06:13.766684,Mixed,0.11827516555786133,3.1,6135.984375
