Timestamp,Operation,Duration(s),CPU(%),Memory(MB)
2025-04-28 17:12:59.310842,Read-Intensive,0.0956110954284668,4.2,5779.671875
2025-04-28 17:13:00.574639,Write-Intensive,0.2580280303955078,8.1,5816.09375
2025-04-28 17:13:01.715217,Indexing,0.13465499877929688,28.6,5722.125
2025-04-28 17:13:02.757329,Aggregation,0.0396418571472168,8.1,5737.984375
2025-04-28 17:13:03.768655,Mixed,0.005640745162963867,3.5,5732.75
