Timestamp,Operation,Duration(s),CPU(%),Memory(MB)
2025-04-28 16:40:49.682599,Read-Intensive,0.0006480216979980469,11.7,6381.421875
2025-04-28 16:40:50.771003,Write-Intensive,0.08207392692565918,11.5,6284.25
2025-04-28 16:40:51.812999,Indexing,0.0360112190246582,4.0,6223.84375
2025-04-28 16:40:52.831868,Aggregation,0.01330876350402832,8.9,6225.875
2025-04-28 16:40:53.913326,Mixed,0.07561278343200684,7.5,6075.359375
