Timestamp,Operation,Duration(s),CPU(%),Memory(MB)
2025-04-28 17:15:22.143658,Read-Intensive,2.384185791015625e-05,11.0,5762.640625
2025-04-28 17:15:23.153379,Write-Intensive,0.0032660961151123047,8.9,5751.859375
2025-04-28 17:15:24.168878,Indexing,0.009120941162109375,15.1,5784.40625
2025-04-28 17:15:25.173034,Aggregation,0.0020990371704101562,9.8,5785.75
2025-04-28 17:15:26.189660,Mixed,0.01041102409362793,5.5,5778.9375
